germany	schadenfreude	_member_of_domain_region
schadenfreude	germany	_member_of_domain_region-inv
culmination	culminate	_derivationally_related_form
culminate	culmination	_derivationally_related_form-inv
warning	alerting	_hyponym
alerting	warning	_hyponym-inv
mallee	eucalyptus_tree	_hypernym
eucalyptus_tree	mallee	_hypernym-inv
law	mandate	_member_of_domain_topic
mandate	law	_member_of_domain_topic-inv
slope	inclination	_derivationally_related_form
inclination	slope	_derivationally_related_form-inv
interview	consult	_derivationally_related_form
consult	interview	_derivationally_related_form-inv
offspring	materialize	_derivationally_related_form
materialize	offspring	_derivationally_related_form-inv
elegance	swank	_hyponym
swank	elegance	_hyponym-inv
impressionistic	impression	_derivationally_related_form
impression	impressionistic	_derivationally_related_form-inv
suspicion	suspect	_derivationally_related_form
suspect	suspicion	_derivationally_related_form-inv
spring	unwrap	_hypernym
unwrap	spring	_hypernym-inv
abstract	take	_hypernym
take	abstract	_hypernym-inv
holder	possessor	_hypernym
possessor	holder	_hypernym-inv
colloquialism	firewater	_member_of_domain_usage
firewater	colloquialism	_member_of_domain_usage-inv
escalade	mount	_hypernym
mount	escalade	_hypernym-inv
cool	unfriendly	_also_see
unfriendly	cool	_also_see-inv
condolence	acknowledgment	_hypernym
acknowledgment	condolence	_hypernym-inv
garden	landscape	_hyponym
landscape	garden	_hyponym-inv
govern	take	_hypernym
take	govern	_hypernym-inv
crier	yeller	_hypernym
yeller	crier	_hypernym-inv
chest	bosom	_hyponym
bosom	chest	_hyponym-inv
stooge	do	_hypernym
do	stooge	_hypernym-inv
appointee	official	_hypernym
official	appointee	_hypernym-inv
treadle	clutch_pedal	_hyponym
clutch_pedal	treadle	_hyponym-inv
epilator	cosmetic	_hypernym
cosmetic	epilator	_hypernym-inv
soul	scientist	_hyponym
scientist	soul	_hyponym-inv
impression	impressionistic	_derivationally_related_form
impressionistic	impression	_derivationally_related_form-inv
soldier	flanker	_hyponym
flanker	soldier	_hyponym-inv
paw	extremity	_hypernym
extremity	paw	_hypernym-inv
recording	taping	_hyponym
taping	recording	_hyponym-inv
compose	compiling	_derivationally_related_form
compiling	compose	_derivationally_related_form-inv
practice	nudism	_hyponym
nudism	practice	_hyponym-inv
tale	folktale	_hyponym
folktale	tale	_hyponym-inv
testator	soul	_hypernym
soul	testator	_hypernym-inv
barge	transport	_hypernym
transport	barge	_hypernym-inv
exhibition	presentment	_hypernym
presentment	exhibition	_hypernym-inv
model	modeller	_derivationally_related_form
modeller	model	_derivationally_related_form-inv
hard	difficulty	_derivationally_related_form
difficulty	hard	_derivationally_related_form-inv
worsening	deteriorate	_derivationally_related_form
deteriorate	worsening	_derivationally_related_form-inv
master	mastery	_derivationally_related_form
mastery	master	_derivationally_related_form-inv
disengagement	disengage	_derivationally_related_form
disengage	disengagement	_derivationally_related_form-inv
exuberance	enthusiasm	_hypernym
enthusiasm	exuberance	_hypernym-inv
progression	progress	_derivationally_related_form
progress	progression	_derivationally_related_form-inv
throttle	scrag	_hyponym
scrag	throttle	_hyponym-inv
insignia	badge	_hypernym
badge	insignia	_hypernym-inv
leader	leadership	_derivationally_related_form
leadership	leader	_derivationally_related_form-inv
passer	soul	_hypernym
soul	passer	_hypernym-inv
accounting	clerking	_hyponym
clerking	accounting	_hyponym-inv
soul	friend	_hyponym
friend	soul	_hyponym-inv
shaft	plume	_part_of
plume	shaft	_part_of-inv
pusher	push	_derivationally_related_form
push	pusher	_derivationally_related_form-inv
plaintiff	litigator	_hypernym
litigator	plaintiff	_hypernym-inv
weep	cry	_derivationally_related_form
cry	weep	_derivationally_related_form-inv
license	recognize	_hyponym
recognize	license	_hyponym-inv
reservist	reserve	_member_holonym
reserve	reservist	_member_holonym-inv
precede	travel	_hypernym
travel	precede	_hypernym-inv
chronology	liberal_arts	_hypernym
liberal_arts	chronology	_hypernym-inv
hyperventilation	ventilation	_hypernym
ventilation	hyperventilation	_hypernym-inv
refrigerate	preserve	_hypernym
preserve	refrigerate	_hypernym-inv
brim	rim	_derivationally_related_form
rim	brim	_derivationally_related_form-inv
signal_caller	quarterback	_derivationally_related_form
quarterback	signal_caller	_derivationally_related_form-inv
fencing	fence	_derivationally_related_form
fence	fencing	_derivationally_related_form-inv
trouble	vexation	_derivationally_related_form
vexation	trouble	_derivationally_related_form-inv
request	demand	_hyponym
demand	request	_hyponym-inv
terrorize	terror	_derivationally_related_form
terror	terrorize	_derivationally_related_form-inv
ionize	ionization	_derivationally_related_form
ionization	ionize	_derivationally_related_form-inv
swim	swimming	_derivationally_related_form
swimming	swim	_derivationally_related_form-inv
port	oakland	_instance_hyponym
oakland	port	_instance_hyponym-inv
see	meeting	_derivationally_related_form
meeting	see	_derivationally_related_form-inv
cottager	inhabitant	_hypernym
inhabitant	cottager	_hypernym-inv
raise	upgrade	_derivationally_related_form
upgrade	raise	_derivationally_related_form-inv
zion	jerusalem	_has_part
jerusalem	zion	_has_part-inv
mounter	mount	_derivationally_related_form
mount	mounter	_derivationally_related_form-inv
strip	tear	_hyponym
tear	strip	_hyponym-inv
clean	tidy	_also_see
tidy	clean	_also_see-inv
transfer	tasteful	_similar_to
tasteful	transfer	_similar_to-inv
realness	actuality	_hypernym
actuality	realness	_hypernym-inv
unjust	wrong	_also_see
wrong	unjust	_also_see-inv
wastefulness	squandering	_hyponym
squandering	wastefulness	_hyponym-inv
disintegrate	physics	_synset_domain_topic_of
physics	disintegrate	_synset_domain_topic_of-inv
lid	top	_hypernym
top	lid	_hypernym-inv
validation	show	_derivationally_related_form
show	validation	_derivationally_related_form-inv
slip	worsen	_hypernym
worsen	slip	_hypernym-inv
plank	skid	_hyponym
skid	plank	_hyponym-inv
peripatetic	disciple	_hypernym
disciple	peripatetic	_hypernym-inv
riddle	diffusor	_derivationally_related_form
diffusor	riddle	_derivationally_related_form-inv
whole	unify	_derivationally_related_form
unify	whole	_derivationally_related_form-inv
scrounge	foraging	_derivationally_related_form
foraging	scrounge	_derivationally_related_form-inv
hatred	emotion	_hypernym
emotion	hatred	_hypernym-inv
spatiality	property	_hypernym
property	spatiality	_hypernym-inv
vice	transgression	_hypernym
transgression	vice	_hypernym-inv
responsiveness	sensitivity	_hypernym
sensitivity	responsiveness	_hypernym-inv
standardize	standard	_derivationally_related_form
standard	standardize	_derivationally_related_form-inv
shadbush	shrub	_hypernym
shrub	shadbush	_hypernym-inv
zipper	trouser	_part_of
trouser	zipper	_part_of-inv
amount	number	_hyponym
number	amount	_hyponym-inv
jackson	actress	_instance_hypernym
actress	jackson	_instance_hypernym-inv
manual_laborer	porter	_hyponym
porter	manual_laborer	_hyponym-inv
encephalopathy	aphasia	_hyponym
aphasia	encephalopathy	_hyponym-inv
precedent	predate	_derivationally_related_form
predate	precedent	_derivationally_related_form-inv
motown	port	_instance_hypernym
port	motown	_instance_hypernym-inv
video	sound	_has_part
sound	video	_has_part-inv
impairment	drop	_derivationally_related_form
drop	impairment	_derivationally_related_form-inv
jab	stab	_derivationally_related_form
stab	jab	_derivationally_related_form-inv
plaintiff	suer	_hyponym
suer	plaintiff	_hyponym-inv
skid	slip	_derivationally_related_form
slip	skid	_derivationally_related_form-inv
microscope	magnifier	_hypernym
magnifier	microscope	_hypernym-inv
tenderize	tender	_derivationally_related_form
tender	tenderize	_derivationally_related_form-inv
treat	encompass	_verb_group
encompass	treat	_verb_group-inv
kilohertz	hz	_has_part
hz	kilohertz	_has_part-inv
want	offer	_derivationally_related_form
offer	want	_derivationally_related_form-inv
portion	providence	_hyponym
providence	portion	_hyponym-inv
liberation	try	_hypernym
try	liberation	_hypernym-inv
superiority	superior	_derivationally_related_form
superior	superiority	_derivationally_related_form-inv
submit	submissive	_derivationally_related_form
submissive	submit	_derivationally_related_form-inv
sufficient	sufficiency	_derivationally_related_form
sufficiency	sufficient	_derivationally_related_form-inv
disarming	demobilization	_hypernym
demobilization	disarming	_hypernym-inv
boost	promote	_derivationally_related_form
promote	boost	_derivationally_related_form-inv
variance	variable	_derivationally_related_form
variable	variance	_derivationally_related_form-inv
mercy	humaneness	_hypernym
humaneness	mercy	_hypernym-inv
reasonableness	rational	_derivationally_related_form
rational	reasonableness	_derivationally_related_form-inv
precook	preparation	_synset_domain_topic_of
preparation	precook	_synset_domain_topic_of-inv
soul	ethnic	_hyponym
ethnic	soul	_hyponym-inv
statistics	correlation_coefficient	_member_of_domain_topic
correlation_coefficient	statistics	_member_of_domain_topic-inv
environment	sphere	_hyponym
sphere	environment	_hyponym-inv
precise	accurate	_also_see
accurate	precise	_also_see-inv
scrap	ruffle	_hyponym
ruffle	scrap	_hyponym-inv
fence	discourse	_hypernym
discourse	fence	_hypernym-inv
obnoxiousness	hateful	_derivationally_related_form
hateful	obnoxiousness	_derivationally_related_form-inv
maths	operator	_member_of_domain_topic
operator	maths	_member_of_domain_topic-inv
piloting	steamer	_member_of_domain_topic
steamer	piloting	_member_of_domain_topic-inv
craftsman	workmanship	_derivationally_related_form
workmanship	craftsman	_derivationally_related_form-inv
inclination	angle	_hypernym
angle	inclination	_hypernym-inv
wobble	shifting	_derivationally_related_form
shifting	wobble	_derivationally_related_form-inv
explore	exploratory	_derivationally_related_form
exploratory	explore	_derivationally_related_form-inv
sustain	victuals	_derivationally_related_form
victuals	sustain	_derivationally_related_form-inv
upshot	spillover	_hyponym
spillover	upshot	_hyponym-inv
score	grader	_derivationally_related_form
grader	score	_derivationally_related_form-inv
jaw	masticate	_derivationally_related_form
masticate	jaw	_derivationally_related_form-inv
co2	dioxide	_hypernym
dioxide	co2	_hypernym-inv
treasure	possession	_hypernym
possession	treasure	_hypernym-inv
engineer	technologist	_derivationally_related_form
technologist	engineer	_derivationally_related_form-inv
stage	journeying	_part_of
journeying	stage	_part_of-inv
autoimmune_disorder	pemphigus	_hyponym
pemphigus	autoimmune_disorder	_hyponym-inv
contrast	line	_derivationally_related_form
line	contrast	_derivationally_related_form-inv
ram	screw	_also_see
screw	ram	_also_see-inv
variable	variance	_derivationally_related_form
variance	variable	_derivationally_related_form-inv
practice	pattern	_derivationally_related_form
pattern	practice	_derivationally_related_form-inv
edge	periphery	_hyponym
periphery	edge	_hyponym-inv
validate	cosign	_hyponym
cosign	validate	_hyponym-inv
vibrate	tingle	_derivationally_related_form
tingle	vibrate	_derivationally_related_form-inv
hatching	hatch	_derivationally_related_form
hatch	hatching	_derivationally_related_form-inv
dictation	press	_derivationally_related_form
press	dictation	_derivationally_related_form-inv
raven	ladle	_member_holonym
ladle	raven	_member_holonym-inv
offer	market	_hypernym
market	offer	_hypernym-inv
outscore	vanquish	_hypernym
vanquish	outscore	_hypernym-inv
sept	people	_hyponym
people	sept	_hyponym-inv
be	wind	_hyponym
wind	be	_hyponym-inv
pervert	vitiate	_derivationally_related_form
vitiate	pervert	_derivationally_related_form-inv
variation	mutate	_derivationally_related_form
mutate	variation	_derivationally_related_form-inv
state	suzerain	_hyponym
suzerain	state	_hyponym-inv
handwriting	stenography	_hyponym
stenography	handwriting	_hyponym-inv
staff	personnel	_hypernym
personnel	staff	_hypernym-inv
representation	memory	_hyponym
memory	representation	_hyponym-inv
flaky	scrap	_derivationally_related_form
scrap	flaky	_derivationally_related_form-inv
value	standardize	_hyponym
standardize	value	_hyponym-inv
contagious_disease	influenza	_hyponym
influenza	contagious_disease	_hyponym-inv
warming	overheating	_hyponym
overheating	warming	_hyponym-inv
unify	compound	_hyponym
compound	unify	_hyponym-inv
vacuum_tube	cathode	_has_part
cathode	vacuum_tube	_has_part-inv
testis	vas_deferens	_has_part
vas_deferens	testis	_has_part-inv
array	stand	_hypernym
stand	array	_hypernym-inv
pertain	supplement	_derivationally_related_form
supplement	pertain	_derivationally_related_form-inv
foul	violation	_hypernym
violation	foul	_hypernym-inv
elaboration	expansion	_hypernym
expansion	elaboration	_hypernym-inv
kilohertz	rate	_hypernym
rate	kilohertz	_hypernym-inv
firepower	strength	_hypernym
strength	firepower	_hypernym-inv
cork	tackle	_member_holonym
tackle	cork	_member_holonym-inv
oxidize	rust	_verb_group
rust	oxidize	_verb_group-inv
solidify	solidifying	_derivationally_related_form
solidifying	solidify	_derivationally_related_form-inv
tussle	struggle	_hypernym
struggle	tussle	_hypernym-inv
spike	shoe	_part_of
shoe	spike	_part_of-inv
audience	gathering	_hypernym
gathering	audience	_hypernym-inv
squeal	squealer	_derivationally_related_form
squealer	squeal	_derivationally_related_form-inv
cordgrass	spartina	_member_holonym
spartina	cordgrass	_member_holonym-inv
idol	simulacrum	_hypernym
simulacrum	idol	_hypernym-inv
scratchiness	harsh	_derivationally_related_form
harsh	scratchiness	_derivationally_related_form-inv
geophysics	morphology	_hyponym
morphology	geophysics	_hyponym-inv
chorus	choir	_derivationally_related_form
choir	chorus	_derivationally_related_form-inv
sternness	severity	_hypernym
severity	sternness	_hypernym-inv
walk	tally	_hypernym
tally	walk	_hypernym-inv
unworldly	pious	_also_see
pious	unworldly	_also_see-inv
miserliness	tightness	_hypernym
tightness	miserliness	_hypernym-inv
organization	curia	_hyponym
curia	organization	_hyponym-inv
sign	signalize	_derivationally_related_form
signalize	sign	_derivationally_related_form-inv
surrogate	understudy	_derivationally_related_form
understudy	surrogate	_derivationally_related_form-inv
figuration	symbolizing	_hyponym
symbolizing	figuration	_hyponym-inv
face	opposition	_derivationally_related_form
opposition	face	_derivationally_related_form-inv
lineage	inheritance	_hypernym
inheritance	lineage	_hypernym-inv
critic	roaster	_hyponym
roaster	critic	_hyponym-inv
satisfaction	gratification	_hyponym
gratification	satisfaction	_hyponym-inv
mottle	spot	_derivationally_related_form
spot	mottle	_derivationally_related_form-inv
permutation	transpose	_derivationally_related_form
transpose	permutation	_derivationally_related_form-inv
monologue	words	_hypernym
words	monologue	_hypernym-inv
archaism	compass	_member_of_domain_usage
compass	archaism	_member_of_domain_usage-inv
wick	candlewick	_hyponym
candlewick	wick	_hyponym-inv
vouch	sustain	_hypernym
sustain	vouch	_hypernym-inv
pose	imposture	_derivationally_related_form
